actor,partner,item,x,unique.pair,selector,male,decision,pair,match.pair,dpair
278,268,2,4,2125,2,1,1,4109,3889,2506
278,268,3,3,2125,2,1,1,4109,3889,2506
278,268,4,4,2125,2,1,1,4109,3889,2506
278,268,5,2,2125,2,1,1,4109,3889,2506
278,269,1,3,2146,2,1,1,4110,3910,2552
278,269,2,3,2146,2,1,1,4110,3910,2552
278,269,3,3,2146,2,1,1,4110,3910,2552
278,269,4,4,2146,2,1,1,4110,3910,2552
278,269,5,2,2146,2,1,1,4110,3910,2552
278,270,1,4,2167,2,1,0,4111,3931,2598
278,270,2,2,2167,2,1,0,4111,3931,2598
278,270,3,1,2167,2,1,0,4111,3931,2598
278,270,4,2,2167,2,1,0,4111,3931,2598
278,270,5,1,2167,2,1,0,4111,3931,2598
278,271,1,3,2188,2,1,0,4112,3952,2644
278,271,2,2,2188,2,1,0,4112,3952,2644
278,271,3,3,2188,2,1,0,4112,3952,2644
278,271,4,2,2188,2,1,0,4112,3952,2644
278,271,5,3,2188,2,1,0,4112,3952,2644
279,251,1,3,1772,2,1,0,4113,3536,1720
279,251,2,3,1772,2,1,0,4113,3536,1720
279,251,3,3,1772,2,1,0,4113,3536,1720
279,251,4,3,1772,2,1,0,4113,3536,1720
279,251,5,2,1772,2,1,0,4113,3536,1720
279,252,1,0,1793,2,1,0,4114,3557,1766
279,252,2,3,1793,2,1,0,4114,3557,1766
279,252,3,1,1793,2,1,0,4114,3557,1766
279,252,4,3,1793,2,1,0,4114,3557,1766
279,252,5,1,1793,2,1,0,4114,3557,1766
279,253,1,1,1814,2,1,0,4115,3578,1814
279,253,2,2,1814,2,1,0,4115,3578,1814
279,253,3,2,1814,2,1,0,4115,3578,1814
279,253,4,3,1814,2,1,0,4115,3578,1814
279,253,5,1,1814,2,1,0,4115,3578,1814
279,254,1,3,1835,2,1,1,4116,3599,1860
279,254,2,2,1835,2,1,1,4116,3599,1860
279,254,3,2,1835,2,1,1,4116,3599,1860
279,254,4,3,1835,2,1,1,4116,3599,1860
279,254,5,2,1835,2,1,1,4116,3599,1860
279,255,1,3,1856,2,1,1,4117,3620,1906
279,255,2,3,1856,2,1,1,4117,3620,1906
279,255,3,3,1856,2,1,1,4117,3620,1906
279,255,4,3,1856,2,1,1,4117,3620,1906
279,255,5,3,1856,2,1,1,4117,3620,1906
279,256,1,2,1877,2,1,0,4118,3641,1952
279,256,2,2,1877,2,1,0,4118,3641,1952
279,256,3,2,1877,2,1,0,4118,3641,1952
279,256,4,2,1877,2,1,0,4118,3641,1952
279,256,5,2,1877,2,1,0,4118,3641,1952
279,257,1,3,1898,2,1,1,4119,3662,1998
279,257,2,2,1898,2,1,1,4119,3662,1998
279,257,3,4,1898,2,1,1,4119,3662,1998
279,257,4,3,1898,2,1,1,4119,3662,1998
279,257,5,4,1898,2,1,1,4119,3662,1998
279,258,1,3,1918,2,1,0,4120,3682,2044
279,258,2,3,1918,2,1,0,4120,3682,2044
279,258,3,3,1918,2,1,0,4120,3682,2044
279,258,4,4,1918,2,1,0,4120,3682,2044
279,258,5,2,1918,2,1,0,4120,3682,2044
279,259,1,3,1939,2,1,1,4121,3703,2090
279,259,2,3,1939,2,1,1,4121,3703,2090
279,259,3,3,1939,2,1,1,4121,3703,2090
279,259,4,3,1939,2,1,1,4121,3703,2090
279,259,5,3,1939,2,1,1,4121,3703,2090
279,260,1,3,1960,2,1,1,4122,3724,2138
279,260,2,3,1960,2,1,1,4122,3724,2138
279,260,3,3,1960,2,1,1,4122,3724,2138
279,260,4,3,1960,2,1,1,4122,3724,2138
279,260,5,3,1960,2,1,1,4122,3724,2138
279,261,1,1,1981,2,1,0,4123,3745,2184
279,261,2,3,1981,2,1,0,4123,3745,2184
279,261,3,2,1981,2,1,0,4123,3745,2184
279,261,4,3,1981,2,1,0,4123,3745,2184
279,261,5,1,1981,2,1,0,4123,3745,2184
279,262,1,2,2002,2,1,1,4124,3766,2234
279,262,2,3,2002,2,1,1,4124,3766,2234
279,262,3,3,2002,2,1,1,4124,3766,2234
279,262,4,3,2002,2,1,1,4124,3766,2234
279,262,5,3,2002,2,1,1,4124,3766,2234
279,263,1,3,2022,2,1,1,4125,3786,2278
279,263,2,3,2022,2,1,1,4125,3786,2278
279,263,3,3,2022,2,1,1,4125,3786,2278
279,263,4,3,2022,2,1,1,4125,3786,2278
279,263,5,3,2022,2,1,1,4125,3786,2278
279,264,1,1,2043,2,1,0,4126,3807,2324
279,264,2,3,2043,2,1,0,4126,3807,2324
279,264,3,1,2043,2,1,0,4126,3807,2324
279,264,4,3,2043,2,1,0,4126,3807,2324
279,264,5,1,2043,2,1,0,4126,3807,2324
279,265,1,3,2063,2,1,0,4127,3827,2368
279,265,2,2,2063,2,1,0,4127,3827,2368
279,265,3,3,2063,2,1,0,4127,3827,2368
279,265,4,3,2063,2,1,0,4127,3827,2368
279,265,5,3,2063,2,1,0,4127,3827,2368
279,266,1,2,2084,2,1,0,4128,3848,2414
279,266,2,2,2084,2,1,0,4128,3848,2414
279,266,3,2,2084,2,1,0,4128,3848,2414
279,266,4,2,2084,2,1,0,4128,3848,2414
279,266,5,1,2084,2,1,0,4128,3848,2414
279,267,1,2,2105,2,1,0,4129,3869,2462
279,267,2,3,2105,2,1,0,4129,3869,2462
279,267,3,3,2105,2,1,0,4129,3869,2462
279,267,4,3,2105,2,1,0,4129,3869,2462
279,267,5,3,2105,2,1,0,4129,3869,2462
279,268,1,3,2126,2,1,1,4130,3890,2508
279,268,2,3,2126,2,1,1,4130,3890,2508
279,268,3,3,2126,2,1,1,4130,3890,2508
279,268,4,3,2126,2,1,1,4130,3890,2508
279,268,5,3,2126,2,1,1,4130,3890,2508
279,269,1,3,2147,2,1,1,4131,3911,2554
279,269,2,3,2147,2,1,1,4131,3911,2554
279,269,3,3,2147,2,1,1,4131,3911,2554
279,269,4,3,2147,2,1,1,4131,3911,2554
279,269,5,3,2147,2,1,1,4131,3911,2554
279,270,1,2,2168,2,1,1,4132,3932,2600
279,270,2,1,2168,2,1,1,4132,3932,2600
279,270,3,2,2168,2,1,1,4132,3932,2600
279,270,4,2,2168,2,1,1,4132,3932,2600
279,270,5,2,2168,2,1,1,4132,3932,2600
279,271,1,2,2189,2,1,0,4133,3953,2646
279,271,2,3,2189,2,1,0,4133,3953,2646
279,271,3,2,2189,2,1,0,4133,3953,2646
279,271,4,2,2189,2,1,0,4133,3953,2646
279,271,5,2,2189,2,1,0,4133,3953,2646
280,251,1,4,1773,2,1,1,4134,3537,1722
280,251,2,2,1773,2,1,1,4134,3537,1722
280,251,3,3,1773,2,1,1,4134,3537,1722
280,251,4,3,1773,2,1,1,4134,3537,1722
280,251,5,3,1773,2,1,1,4134,3537,1722
280,252,1,1,1794,2,1,0,4135,3558,1768
280,252,2,2,1794,2,1,0,4135,3558,1768
280,252,3,1,1794,2,1,0,4135,3558,1768
280,252,4,3,1794,2,1,0,4135,3558,1768
280,252,5,1,1794,2,1,0,4135,3558,1768
280,253,1,2,1815,2,1,1,4136,3579,1816
280,253,2,2,1815,2,1,1,4136,3579,1816
280,253,3,2,1815,2,1,1,4136,3579,1816
280,253,4,3,1815,2,1,1,4136,3579,1816
280,253,5,3,1815,2,1,1,4136,3579,1816
280,254,1,2,1836,2,1,0,4137,3600,1862
280,254,2,2,1836,2,1,0,4137,3600,1862
280,254,3,1,1836,2,1,0,4137,3600,1862
280,254,4,1,1836,2,1,0,4137,3600,1862
280,254,5,2,1836,2,1,0,4137,3600,1862
280,255,1,3,1857,2,1,0,4138,3621,1908
280,255,2,4,1857,2,1,0,4138,3621,1908
280,255,3,1,1857,2,1,0,4138,3621,1908
280,255,4,3,1857,2,1,0,4138,3621,1908
280,255,5,1,1857,2,1,0,4138,3621,1908
280,256,1,2,1878,2,1,1,4139,3642,1954
280,256,2,2,1878,2,1,1,4139,3642,1954
280,256,3,2,1878,2,1,1,4139,3642,1954
280,256,4,2,1878,2,1,1,4139,3642,1954
280,256,5,3,1878,2,1,1,4139,3642,1954
280,257,1,2,1899,2,1,1,4140,3663,2000
280,257,2,3,1899,2,1,1,4140,3663,2000
280,257,3,2,1899,2,1,1,4140,3663,2000
280,257,4,2,1899,2,1,1,4140,3663,2000
280,257,5,3,1899,2,1,1,4140,3663,2000
280,258,1,2,1919,2,1,0,4141,3683,2046
280,258,2,4,1919,2,1,0,4141,3683,2046
280,258,3,1,1919,2,1,0,4141,3683,2046
280,258,4,3,1919,2,1,0,4141,3683,2046
280,258,5,2,1919,2,1,0,4141,3683,2046
280,259,1,2,1940,2,1,0,4142,3704,2094
280,259,2,4,1940,2,1,0,4142,3704,2094
280,259,3,2,1940,2,1,0,4142,3704,2094
280,259,4,4,1940,2,1,0,4142,3704,2094
280,259,5,2,1940,2,1,0,4142,3704,2094
280,260,1,1,1961,2,1,0,4143,3725,2140
280,260,2,2,1961,2,1,0,4143,3725,2140
280,260,3,1,1961,2,1,0,4143,3725,2140
280,260,4,4,1961,2,1,0,4143,3725,2140
280,260,5,2,1961,2,1,0,4143,3725,2140
280,261,1,2,1982,2,1,1,4144,3746,2186
280,261,2,1,1982,2,1,1,4144,3746,2186
280,261,3,2,1982,2,1,1,4144,3746,2186
280,261,4,3,1982,2,1,1,4144,3746,2186
280,261,5,3,1982,2,1,1,4144,3746,2186
280,262,1,2,2003,2,1,1,4145,3767,2236
280,262,2,3,2003,2,1,1,4145,3767,2236
280,262,3,3,2003,2,1,1,4145,3767,2236
280,262,4,4,2003,2,1,1,4145,3767,2236
280,262,5,3,2003,2,1,1,4145,3767,2236
280,263,1,2,2023,2,1,1,4146,3787,2280
280,263,2,1,2023,2,1,1,4146,3787,2280
280,263,3,1,2023,2,1,1,4146,3787,2280
280,263,4,2,2023,2,1,1,4146,3787,2280
280,263,5,1,2023,2,1,1,4146,3787,2280
280,264,1,2,2044,2,1,1,4147,3808,2326
280,264,2,1,2044,2,1,1,4147,3808,2326
280,264,3,2,2044,2,1,1,4147,3808,2326
280,264,4,3,2044,2,1,1,4147,3808,2326
280,264,5,2,2044,2,1,1,4147,3808,2326
280,265,1,4,2064,2,1,1,4148,3828,2370
280,265,2,3,2064,2,1,1,4148,3828,2370
280,265,3,3,2064,2,1,1,4148,3828,2370
280,265,4,4,2064,2,1,1,4148,3828,2370
280,265,5,4,2064,2,1,1,4148,3828,2370
280,266,1,2,2085,2,1,0,4149,3849,2416
280,266,2,3,2085,2,1,0,4149,3849,2416
280,266,3,3,2085,2,1,0,4149,3849,2416
280,266,4,2,2085,2,1,0,4149,3849,2416
280,266,5,1,2085,2,1,0,4149,3849,2416
280,267,1,4,2106,2,1,1,4150,3870,2464
280,267,2,4,2106,2,1,1,4150,3870,2464
280,267,3,3,2106,2,1,1,4150,3870,2464
280,267,4,3,2106,2,1,1,4150,3870,2464
280,267,5,3,2106,2,1,1,4150,3870,2464
280,268,1,3,2127,2,1,1,4151,3891,2510
280,268,2,3,2127,2,1,1,4151,3891,2510
280,268,3,3,2127,2,1,1,4151,3891,2510
280,268,4,4,2127,2,1,1,4151,3891,2510
280,268,5,4,2127,2,1,1,4151,3891,2510
280,269,1,3,2148,2,1,1,4152,3912,2556
280,269,2,4,2148,2,1,1,4152,3912,2556
280,269,3,2,2148,2,1,1,4152,3912,2556
280,269,4,4,2148,2,1,1,4152,3912,2556
280,269,5,3,2148,2,1,1,4152,3912,2556
280,270,1,2,2169,2,1,0,4153,3933,2602
280,270,2,2,2169,2,1,0,4153,3933,2602
280,270,3,1,2169,2,1,0,4153,3933,2602
280,270,4,3,2169,2,1,0,4153,3933,2602
280,270,5,1,2169,2,1,0,4153,3933,2602
280,271,1,4,2190,2,1,1,4154,3954,2650
280,271,2,2,2190,2,1,1,4154,3954,2650
280,271,3,2,2190,2,1,1,4154,3954,2650
280,271,4,1,2190,2,1,1,4154,3954,2650
280,271,5,2,2190,2,1,1,4154,3954,2650
281,251,1,3,1774,2,1,1,4155,3538,1724
281,251,2,3,1774,2,1,1,4155,3538,1724
281,251,3,3,1774,2,1,1,4155,3538,1724
281,251,4,3,1774,2,1,1,4155,3538,1724
281,251,5,3,1774,2,1,1,4155,3538,1724
281,252,1,2,1795,2,1,0,4156,3559,1770
281,252,3,2,1795,2,1,0,4156,3559,1770
281,252,4,4,1795,2,1,0,4156,3559,1770
281,252,5,3,1795,2,1,0,4156,3559,1770
281,253,1,3,1816,2,1,1,4157,3580,1818
281,253,2,3,1816,2,1,1,4157,3580,1818
281,253,3,3,1816,2,1,1,4157,3580,1818
281,253,4,3,1816,2,1,1,4157,3580,1818
281,253,5,3,1816,2,1,1,4157,3580,1818
281,254,1,2,1837,2,1,0,4158,3601,1864
281,254,2,2,1837,2,1,0,4158,3601,1864
281,254,3,2,1837,2,1,0,4158,3601,1864
281,254,4,3,1837,2,1,0,4158,3601,1864
281,254,5,2,1837,2,1,0,4158,3601,1864
281,255,1,3,1858,2,1,1,4159,3622,1910
281,255,2,3,1858,2,1,1,4159,3622,1910
281,255,3,3,1858,2,1,1,4159,3622,1910
281,255,4,3,1858,2,1,1,4159,3622,1910
281,255,5,3,1858,2,1,1,4159,3622,1910
281,256,1,3,1879,2,1,1,4160,3643,1956
281,256,2,3,1879,2,1,1,4160,3643,1956
281,256,3,3,1879,2,1,1,4160,3643,1956
281,256,4,3,1879,2,1,1,4160,3643,1956
281,256,5,3,1879,2,1,1,4160,3643,1956
281,257,1,3,1900,2,1,1,4161,3664,2006
281,257,2,3,1900,2,1,1,4161,3664,2006
281,257,3,3,1900,2,1,1,4161,3664,2006
281,257,4,3,1900,2,1,1,4161,3664,2006
281,257,5,3,1900,2,1,1,4161,3664,2006
281,258,1,3,1920,2,1,1,4162,3684,2050
281,258,2,3,1920,2,1,1,4162,3684,2050
281,258,3,3,1920,2,1,1,4162,3684,2050
281,258,4,3,1920,2,1,1,4162,3684,2050
281,258,5,3,1920,2,1,1,4162,3684,2050
281,259,1,4,1941,2,1,1,4163,3705,2096
281,259,2,4,1941,2,1,1,4163,3705,2096
281,259,3,4,1941,2,1,1,4163,3705,2096
281,259,4,4,1941,2,1,1,4163,3705,2096
281,259,5,4,1941,2,1,1,4163,3705,2096
281,260,1,3,1962,2,1,1,4164,3726,2142
281,260,2,3,1962,2,1,1,4164,3726,2142
281,260,3,3,1962,2,1,1,4164,3726,2142
281,260,4,3,1962,2,1,1,4164,3726,2142
281,260,5,3,1962,2,1,1,4164,3726,2142
281,261,1,3,1983,2,1,1,4165,3747,2188
281,261,2,3,1983,2,1,1,4165,3747,2188
281,261,3,3,1983,2,1,1,4165,3747,2188
281,261,4,3,1983,2,1,1,4165,3747,2188
281,261,5,3,1983,2,1,1,4165,3747,2188
281,262,1,3,2004,2,1,1,4166,3768,2238
281,262,2,3,2004,2,1,1,4166,3768,2238
281,262,3,3,2004,2,1,1,4166,3768,2238
281,262,4,3,2004,2,1,1,4166,3768,2238
281,262,5,3,2004,2,1,1,4166,3768,2238
281,263,1,3,2024,2,1,1,4167,3788,2282
281,263,2,3,2024,2,1,1,4167,3788,2282
281,263,3,3,2024,2,1,1,4167,3788,2282
281,263,4,3,2024,2,1,1,4167,3788,2282
281,263,5,3,2024,2,1,1,4167,3788,2282
281,264,1,3,2045,2,1,1,4168,3809,2328
281,264,2,3,2045,2,1,1,4168,3809,2328
281,264,3,0,2045,2,1,1,4168,3809,2328
281,264,4,3,2045,2,1,1,4168,3809,2328
281,264,5,3,2045,2,1,1,4168,3809,2328
281,265,1,3,2065,2,1,1,4169,3829,2372
281,265,2,3,2065,2,1,1,4169,3829,2372
281,265,3,3,2065,2,1,1,4169,3829,2372
281,265,4,3,2065,2,1,1,4169,3829,2372
281,265,5,3,2065,2,1,1,4169,3829,2372
281,266,1,3,2086,2,1,1,4170,3850,2418
281,266,3,3,2086,2,1,1,4170,3850,2418
281,266,4,3,2086,2,1,1,4170,3850,2418
281,266,5,3,2086,2,1,1,4170,3850,2418
281,267,1,4,2107,2,1,1,4171,3871,2466
281,267,2,4,2107,2,1,1,4171,3871,2466
281,267,3,4,2107,2,1,1,4171,3871,2466
281,267,4,4,2107,2,1,1,4171,3871,2466
281,267,5,4,2107,2,1,1,4171,3871,2466
281,268,1,3,2128,2,1,1,4172,3892,2512
281,268,3,3,2128,2,1,1,4172,3892,2512
281,268,4,3,2128,2,1,1,4172,3892,2512
281,268,5,3,2128,2,1,1,4172,3892,2512
281,269,1,4,2149,2,1,1,4173,3913,2558
281,269,2,4,2149,2,1,1,4173,3913,2558
281,269,3,4,2149,2,1,1,4173,3913,2558
281,269,4,4,2149,2,1,1,4173,3913,2558
281,269,5,3,2149,2,1,1,4173,3913,2558
281,270,1,3,2170,2,1,1,4174,3934,2606
281,270,2,3,2170,2,1,1,4174,3934,2606
281,270,3,3,2170,2,1,1,4174,3934,2606
281,270,4,3,2170,2,1,1,4174,3934,2606
281,270,5,3,2170,2,1,1,4174,3934,2606
281,271,1,4,2191,2,1,1,4175,3955,2652
281,271,2,3,2191,2,1,1,4175,3955,2652
281,271,3,3,2191,2,1,1,4175,3955,2652
281,271,4,3,2191,2,1,1,4175,3955,2652
281,271,5,3,2191,2,1,1,4175,3955,2652
282,251,1,4,1775,2,1,1,4176,3539,1726
282,251,2,4,1775,2,1,1,4176,3539,1726
282,251,3,4,1775,2,1,1,4176,3539,1726
282,251,4,4,1775,2,1,1,4176,3539,1726
282,251,5,4,1775,2,1,1,4176,3539,1726
282,252,1,1,1796,2,1,0,4177,3560,1772
282,252,2,2,1796,2,1,0,4177,3560,1772
282,252,3,2,1796,2,1,0,4177,3560,1772
282,252,4,1,1796,2,1,0,4177,3560,1772
282,252,5,0,1796,2,1,0,4177,3560,1772
282,253,1,4,1817,2,1,1,4178,3581,1820
282,253,2,4,1817,2,1,1,4178,3581,1820
282,253,3,4,1817,2,1,1,4178,3581,1820
282,253,4,4,1817,2,1,1,4178,3581,1820
282,253,5,4,1817,2,1,1,4178,3581,1820
282,254,1,4,1838,2,1,1,4179,3602,1866
282,254,2,4,1838,2,1,1,4179,3602,1866
282,254,3,4,1838,2,1,1,4179,3602,1866
282,254,4,4,1838,2,1,1,4179,3602,1866
282,254,5,4,1838,2,1,1,4179,3602,1866
282,255,1,4,1859,2,1,1,4180,3623,1912
282,255,2,4,1859,2,1,1,4180,3623,1912
282,255,3,4,1859,2,1,1,4180,3623,1912
282,255,4,4,1859,2,1,1,4180,3623,1912
282,255,5,2,1859,2,1,1,4180,3623,1912
282,256,1,4,1880,2,1,1,4181,3644,1960
282,256,2,4,1880,2,1,1,4181,3644,1960
282,256,3,4,1880,2,1,1,4181,3644,1960
282,256,4,4,1880,2,1,1,4181,3644,1960
282,256,5,4,1880,2,1,1,4181,3644,1960
282,257,1,4,1901,2,1,1,4182,3665,2008
282,257,2,4,1901,2,1,1,4182,3665,2008
282,257,3,4,1901,2,1,1,4182,3665,2008
282,257,4,4,1901,2,1,1,4182,3665,2008
282,257,5,4,1901,2,1,1,4182,3665,2008
282,258,1,4,1921,2,1,1,4183,3685,2052
282,258,2,4,1921,2,1,1,4183,3685,2052
282,258,3,4,1921,2,1,1,4183,3685,2052
282,258,4,4,1921,2,1,1,4183,3685,2052
282,258,5,4,1921,2,1,1,4183,3685,2052
282,259,1,3,1942,2,1,1,4184,3706,2098
282,259,2,3,1942,2,1,1,4184,3706,2098
282,259,3,3,1942,2,1,1,4184,3706,2098
282,259,4,3,1942,2,1,1,4184,3706,2098
282,259,5,2,1942,2,1,1,4184,3706,2098
282,260,1,2,1963,2,1,1,4185,3727,2144
282,260,2,2,1963,2,1,1,4185,3727,2144
282,260,3,2,1963,2,1,1,4185,3727,2144
282,260,4,2,1963,2,1,1,4185,3727,2144
282,260,5,3,1963,2,1,1,4185,3727,2144
282,261,1,4,1984,2,1,1,4186,3748,2190
282,261,2,4,1984,2,1,1,4186,3748,2190
282,261,3,4,1984,2,1,1,4186,3748,2190
282,261,4,4,1984,2,1,1,4186,3748,2190
282,261,5,4,1984,2,1,1,4186,3748,2190
282,262,1,0,2005,2,1,0,4187,3769,2240
282,262,2,0,2005,2,1,0,4187,3769,2240
282,262,3,0,2005,2,1,0,4187,3769,2240
282,262,4,0,2005,2,1,0,4187,3769,2240
282,262,5,0,2005,2,1,0,4187,3769,2240
282,263,1,4,2025,2,1,1,4188,3789,2284
282,263,2,4,2025,2,1,1,4188,3789,2284
282,263,3,4,2025,2,1,1,4188,3789,2284
282,263,4,4,2025,2,1,1,4188,3789,2284
282,263,5,4,2025,2,1,1,4188,3789,2284
282,265,1,4,2066,2,1,1,4189,3830,2374
282,265,2,4,2066,2,1,1,4189,3830,2374
282,265,3,4,2066,2,1,1,4189,3830,2374
282,265,4,4,2066,2,1,1,4189,3830,2374
282,265,5,4,2066,2,1,1,4189,3830,2374
282,266,1,2,2087,2,1,0,4190,3851,2420
282,266,2,2,2087,2,1,0,4190,3851,2420
282,266,3,2,2087,2,1,0,4190,3851,2420
282,266,4,2,2087,2,1,0,4190,3851,2420
282,266,5,0,2087,2,1,0,4190,3851,2420
282,267,1,4,2108,2,1,1,4191,3872,2468
282,267,2,4,2108,2,1,1,4191,3872,2468
282,267,3,4,2108,2,1,1,4191,3872,2468
282,267,4,4,2108,2,1,1,4191,3872,2468
282,267,5,4,2108,2,1,1,4191,3872,2468
282,268,1,3,2129,2,1,1,4192,3893,2514
282,268,2,4,2129,2,1,1,4192,3893,2514
282,268,3,4,2129,2,1,1,4192,3893,2514
282,268,4,4,2129,2,1,1,4192,3893,2514
282,268,5,2,2129,2,1,1,4192,3893,2514
282,269,1,2,2150,2,1,1,4193,3914,2562
282,269,2,4,2150,2,1,1,4193,3914,2562
282,269,3,2,2150,2,1,1,4193,3914,2562
282,269,4,4,2150,2,1,1,4193,3914,2562
282,269,5,2,2150,2,1,1,4193,3914,2562
282,270,1,4,2171,2,1,1,4194,3935,2608
282,270,2,4,2171,2,1,1,4194,3935,2608
282,270,3,4,2171,2,1,1,4194,3935,2608
282,270,4,4,2171,2,1,1,4194,3935,2608
282,270,5,4,2171,2,1,1,4194,3935,2608
282,271,1,4,2192,2,1,1,4195,3956,2654
282,271,2,4,2192,2,1,1,4195,3956,2654
282,271,3,4,2192,2,1,1,4195,3956,2654
282,271,4,4,2192,2,1,1,4195,3956,2654
282,271,5,4,2192,2,1,1,4195,3956,2654
283,251,1,3,1776,2,1,0,4196,3540,1728
283,251,3,3,1776,2,1,0,4196,3540,1728
283,251,5,3,1776,2,1,0,4196,3540,1728
283,252,1,0,1797,2,1,0,4197,3561,1774
283,252,3,1,1797,2,1,0,4197,3561,1774
283,252,5,0,1797,2,1,0,4197,3561,1774
283,253,1,1,1818,2,1,0,4198,3582,1822
283,253,2,3,1818,2,1,0,4198,3582,1822
283,253,3,1,1818,2,1,0,4198,3582,1822
283,253,5,1,1818,2,1,0,4198,3582,1822
283,254,1,3,1839,2,1,1,4199,3603,1868
283,254,3,3,1839,2,1,1,4199,3603,1868
283,254,5,3,1839,2,1,1,4199,3603,1868
283,255,1,3,1860,2,1,1,4200,3624,1916
283,255,2,2,1860,2,1,1,4200,3624,1916
283,255,3,2,1860,2,1,1,4200,3624,1916
283,255,5,3,1860,2,1,1,4200,3624,1916
283,256,1,3,1881,2,1,1,4201,3645,1962
283,256,3,3,1881,2,1,1,4201,3645,1962
283,256,5,3,1881,2,1,1,4201,3645,1962
283,257,1,3,1902,2,1,1,4202,3666,2010
283,257,3,4,1902,2,1,1,4202,3666,2010
283,257,4,3,1902,2,1,1,4202,3666,2010
283,257,5,3,1902,2,1,1,4202,3666,2010
283,258,1,2,1922,2,1,0,4203,3686,2054
283,258,3,1,1922,2,1,0,4203,3686,2054
283,258,4,2,1922,2,1,0,4203,3686,2054
283,258,5,1,1922,2,1,0,4203,3686,2054
283,259,1,2,1943,2,1,0,4204,3707,2100
283,259,3,2,1943,2,1,0,4204,3707,2100
283,259,5,2,1943,2,1,0,4204,3707,2100
283,260,1,2,1964,2,1,0,4205,3728,2146
283,260,2,2,1964,2,1,0,4205,3728,2146
283,260,3,2,1964,2,1,0,4205,3728,2146
283,260,4,3,1964,2,1,0,4205,3728,2146
283,260,5,2,1964,2,1,0,4205,3728,2146
283,261,1,2,1985,2,1,0,4206,3749,2192
283,261,3,2,1985,2,1,0,4206,3749,2192
283,261,5,3,1985,2,1,0,4206,3749,2192
283,262,1,2,2006,2,1,0,4207,3770,2242
283,262,3,2,2006,2,1,0,4207,3770,2242
283,262,5,3,2006,2,1,0,4207,3770,2242
283,263,1,2,2026,2,1,0,4208,3790,2286
283,263,3,1,2026,2,1,0,4208,3790,2286
283,263,5,2,2026,2,1,0,4208,3790,2286
283,264,1,1,2046,2,1,0,4209,3810,2330
283,264,2,1,2046,2,1,0,4209,3810,2330
283,264,3,1,2046,2,1,0,4209,3810,2330
283,264,5,1,2046,2,1,0,4209,3810,2330
283,265,1,2,2067,2,1,0,4210,3831,2376
283,265,3,3,2067,2,1,0,4210,3831,2376
283,265,5,3,2067,2,1,0,4210,3831,2376
283,266,1,3,2088,2,1,0,4211,3852,2422
283,266,3,2,2088,2,1,0,4211,3852,2422
283,266,5,3,2088,2,1,0,4211,3852,2422
283,267,1,3,2109,2,1,1,4212,3873,2470
283,267,3,2,2109,2,1,1,4212,3873,2470
283,267,5,3,2109,2,1,1,4212,3873,2470
283,268,1,2,2130,2,1,0,4213,3894,2518
283,268,3,2,2130,2,1,0,4213,3894,2518
283,268,5,3,2130,2,1,0,4213,3894,2518
283,269,1,2,2151,2,1,0,4214,3915,2564
283,269,3,2,2151,2,1,0,4214,3915,2564
283,269,5,3,2151,2,1,0,4214,3915,2564
283,270,1,2,2172,2,1,0,4215,3936,2610
283,270,3,2,2172,2,1,0,4215,3936,2610
283,270,5,1,2172,2,1,0,4215,3936,2610
283,271,1,2,2193,2,1,0,4216,3957,2656
283,271,3,2,2193,2,1,0,4216,3957,2656
283,271,5,2,2193,2,1,0,4216,3957,2656
284,251,1,2,1777,2,1,1,4217,3541,1730
284,251,2,1,1777,2,1,1,4217,3541,1730
284,251,3,2,1777,2,1,1,4217,3541,1730
284,251,4,2,1777,2,1,1,4217,3541,1730
284,251,5,2,1777,2,1,1,4217,3541,1730
284,252,1,2,1798,2,1,1,4218,3562,1776
284,252,2,1,1798,2,1,1,4218,3562,1776
284,252,3,1,1798,2,1,1,4218,3562,1776
284,252,4,2,1798,2,1,1,4218,3562,1776
284,252,5,2,1798,2,1,1,4218,3562,1776
284,253,1,3,1819,2,1,1,4219,3583,1824
284,253,2,3,1819,2,1,1,4219,3583,1824
284,253,3,3,1819,2,1,1,4219,3583,1824
284,253,4,3,1819,2,1,1,4219,3583,1824
284,253,5,3,1819,2,1,1,4219,3583,1824
284,254,1,1,1840,2,1,1,4220,3604,1872
284,254,2,1,1840,2,1,1,4220,3604,1872
284,254,3,1,1840,2,1,1,4220,3604,1872
284,254,4,1,1840,2,1,1,4220,3604,1872
284,254,5,1,1840,2,1,1,4220,3604,1872
284,255,1,2,1861,2,1,1,4221,3625,1918
284,255,2,2,1861,2,1,1,4221,3625,1918
284,255,3,2,1861,2,1,1,4221,3625,1918
284,255,4,2,1861,2,1,1,4221,3625,1918
284,255,5,2,1861,2,1,1,4221,3625,1918
284,256,1,3,1882,2,1,1,4222,3646,1964
284,256,2,3,1882,2,1,1,4222,3646,1964
284,256,3,3,1882,2,1,1,4222,3646,1964
284,256,4,3,1882,2,1,1,4222,3646,1964
284,256,5,3,1882,2,1,1,4222,3646,1964
284,257,1,3,1903,2,1,1,4223,3667,2012
284,257,2,3,1903,2,1,1,4223,3667,2012
284,257,3,3,1903,2,1,1,4223,3667,2012
284,257,4,3,1903,2,1,1,4223,3667,2012
284,257,5,3,1903,2,1,1,4223,3667,2012
284,258,1,4,1923,2,1,1,4224,3687,2056
